# A,B,C,D,E,F
2.575094422648275213e+03,1.473640151406104906e+03,2.342185476692411612e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.584111170489343749e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.230737784497279790e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.332537111502635526e+03,1.843772691958879022e+03,2.473590915166926607e+03,2.575390242172281432e+03,2.332537111502635526e+03,2.575390242172281432e+03
1.843772691958879022e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.230737784497279790e+03,1.949556410576131611e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03
3.148628546623771399e+03,3.052335945515568710e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.774843905890881615e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.740866045685923382e+03,3.040094534409294283e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,2.630767019236302531e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.949556410576131611e+03
2.230737784497279790e+03,2.332537111502635526e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.882655091555188847e+03,2.473590915166926607e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.737845679713715072e+03,3.458328680062272724e+03,3.453210574071476913e+03,2.999238642292578334e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,3.245106360781066542e+03,2.886105943780209600e+03,3.423813661219241112e+03,2.774843905890881615e+03,3.447449766769610505e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.949556410576131611e+03
2.882655091555188847e+03,3.560128007067627550e+03,3.148628546623771399e+03,3.987659997581846255e+03,3.388358798695839141e+03,3.458328680062272724e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.775053981337245204e+03,3.236315801899812868e+03,2.886105943780209600e+03,1.843772691958879022e+03,1.949556410576131611e+03,3.143307033775710806e+03
2.090610214240422465e+03,2.230737784497279790e+03,3.138911754335084879e+03,2.629369010635785799e+03,2.893044035846595762e+03,2.630767019236302531e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.474457216646895176e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.332537111502635526e+03,3.727806691950952882e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.230737784497279790e+03,2.090610214240422465e+03
2.893044035846595762e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.230737784497279790e+03,2.230737784497279790e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.999238642292578334e+03,2.775053981337245204e+03,1.843772691958879022e+03
3.250427873629127134e+03,2.230737784497279790e+03,3.250427873629127134e+03,3.202652083254196441e+03,2.999238642292578334e+03,3.785535162211112038e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.882655091555188847e+03,2.090610214240422465e+03
2.775053981337245204e+03,2.999238642292578334e+03,1.949556410576131611e+03,2.999238642292578334e+03,2.882655091555188847e+03,2.474457216646895176e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,2.575390242172281432e+03,2.332537111502635526e+03,2.332537111502635526e+03,3.304451410259551267e+03,2.332537111502635526e+03
1.843772691958879022e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.775053981337245204e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.332537111502635526e+03
3.143307033775710806e+03,1.473640151406104906e+03,2.474457216646895176e+03,1.949556410576131611e+03,2.999238642292578334e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.686600843305591297e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,3.324585989037450418e+03,1.843772691958879022e+03,3.332482795250547497e+03,3.037112427329729144e+03
1.843772691958879022e+03,2.474457216646895176e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.090610214240422465e+03,2.999238642292578334e+03,1.843772691958879022e+03,3.052335945515568710e+03,2.777386718516640940e+03,2.886105943780209600e+03
1.843772691958879022e+03,2.775053981337245204e+03,2.473590915166926607e+03,2.629369010635785799e+03,1.949556410576131611e+03,2.888648756405968925e+03
2.230737784497279790e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03,3.134516474894458042e+03,2.332537111502635526e+03,3.423813661219241112e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.737845679713715072e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.474457216646895176e+03
1.473640151406104906e+03,1.473640151406104906e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.474457216646895176e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,2.528967692230947250e+03,2.777386718516640940e+03,2.775053981337245204e+03,2.575094422648275213e+03,3.178461723882185652e+03
2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.473640151406104906e+03,2.230737784497279790e+03,2.332537111502635526e+03
1.949556410576131611e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.090610214240422465e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,2.775053981337245204e+03,1.473640151406104906e+03,2.575094422648275213e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.584111170489343749e+03,1.843772691958879022e+03,2.342185476692411612e+03,2.090610214240422465e+03,1.473640151406104906e+03,2.575094422648275213e+03
1.473640151406104906e+03,2.777386718516640940e+03,2.777386718516640940e+03,2.934826161370746377e+03,2.474457216646895176e+03,2.686600843305591297e+03
1.949556410576131611e+03,2.090610214240422465e+03,3.052335945515568710e+03,2.999238642292578334e+03,3.447449766769610505e+03,2.090610214240422465e+03
1.949556410576131611e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.774599523122894425e+03,2.730932450044600046e+03,2.774843905890881615e+03,2.775053981337245204e+03,2.474457216646895176e+03,3.052335945515568710e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.843772691958879022e+03
2.730932450044600046e+03,1.843772691958879022e+03,2.882655091555188847e+03,2.893044035846595762e+03,2.474457216646895176e+03,3.159456785368984129e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,3.052335945515568710e+03,2.775053981337245204e+03,1.843772691958879022e+03
2.876853308342600030e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.332537111502635526e+03
2.332537111502635526e+03,2.473590915166926607e+03,2.473590915166926607e+03,2.886105943780209600e+03,3.032717147889102307e+03,2.575390242172281432e+03
2.775053981337245204e+03,1.949556410576131611e+03,3.368863891181383224e+03,2.090610214240422465e+03,2.886105943780209600e+03,2.774599523122894425e+03
2.090610214240422465e+03,2.090610214240422465e+03,3.159456785368984129e+03,3.616004010512920104e+03,2.090610214240422465e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03
3.447449766769610505e+03,3.931405345961663443e+03,3.253642838257605945e+03,3.682438571965437404e+03,4.002301460735528963e+03,3.647394161698035532e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.342185476692411612e+03,1.949556410576131611e+03,2.575094422648275213e+03,2.737845679713715072e+03,2.474457216646895176e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.977096213853180871e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
3.727806691950952882e+03,1.843772691958879022e+03,3.143307033775710806e+03,3.304451410259551267e+03,2.090610214240422465e+03,3.178461723882185652e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.730932450044600046e+03,2.528967692230947250e+03,1.473640151406104906e+03,1.843772691958879022e+03
3.002246561522320917e+03,1.843772691958879022e+03,3.052335945515568710e+03,3.093191837632285569e+03,1.473640151406104906e+03,3.052335945515568710e+03
1.473640151406104906e+03,2.575094422648275213e+03,2.629369010635785799e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.474457216646895176e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.090610214240422465e+03,2.775053981337245204e+03,2.777386718516640940e+03,1.843772691958879022e+03,2.090610214240422465e+03,3.143307033775710806e+03
2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.090610214240422465e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.949556410576131611e+03
2.474457216646895176e+03,2.775053981337245204e+03,2.090610214240422465e+03,2.876853308342600030e+03,1.949556410576131611e+03,2.775053981337245204e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.037112427329729144e+03,2.775053981337245204e+03,2.342185476692411612e+03,2.774843905890881615e+03,2.575094422648275213e+03,3.250427873629127134e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03
3.250427873629127134e+03,2.709059990727281729e+03,3.134516474894458042e+03,2.332537111502635526e+03,3.590591924845310132e+03,3.805995725556115758e+03
2.775053981337245204e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.816874638848778886e+03,3.457241492268316506e+03,3.437497086884382043e+03,4.405652790514463959e+03,2.090610214240422465e+03,2.332537111502635526e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.332537111502635526e+03,2.886105943780209600e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03
3.040094534409294283e+03,2.999238642292578334e+03,3.159456785368984129e+03,3.159456785368984129e+03,3.093191837632285569e+03,4.123258185469163436e+03
2.332537111502635526e+03,3.368863891181383224e+03,3.887334489216466864e+03,3.458328680062272724e+03,4.079136654176517368e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.843772691958879022e+03,3.052335945515568710e+03,1.949556410576131611e+03,2.575094422648275213e+03,2.994843362851951497e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.775053981337245204e+03,1.473640151406104906e+03,2.342185476692411612e+03
2.528967692230947250e+03,2.876853308342600030e+03,2.575390242172281432e+03,3.245106360781066542e+03,3.037112427329729144e+03,3.138911754335084879e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.775053981337245204e+03,1.843772691958879022e+03
1.843772691958879022e+03,3.202652083254196441e+03,2.716444045836572514e+03,3.361689911518455119e+03,1.843772691958879022e+03,1.473640151406104906e+03
3.143307033775710806e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.230737784497279790e+03,2.994843362851951497e+03,3.447449766769610505e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,2.342185476692411612e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.575094422648275213e+03,2.893044035846595762e+03
1.843772691958879022e+03,1.949556410576131611e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.332537111502635526e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,3.245106360781066542e+03,2.876853308342600030e+03,2.876853308342600030e+03,2.090610214240422465e+03
1.949556410576131611e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.090610214240422465e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.332537111502635526e+03,3.134516474894458042e+03,2.893044035846595762e+03,2.775053981337245204e+03,3.361689911518455119e+03,3.447449766769610505e+03
2.342185476692411612e+03,3.343311033995760226e+03,2.882655091555188847e+03,4.930353103474859381e+03,4.611198754323831963e+03,2.474457216646895176e+03
1.473640151406104906e+03,2.575094422648275213e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.342185476692411612e+03,1.843772691958879022e+03,2.882655091555188847e+03,2.090610214240422465e+03,2.774843905890881615e+03
2.384208954936921600e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.230737784497279790e+03,2.342185476692411612e+03,1.843772691958879022e+03,2.630767019236302531e+03,2.090610214240422465e+03,1.843772691958879022e+03
2.230737784497279790e+03,2.332537111502635526e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,3.052335945515568710e+03,2.230737784497279790e+03,3.143307033775710806e+03,2.090610214240422465e+03,2.230737784497279790e+03
3.524763241514790025e+03,2.575390242172281432e+03,3.134516474894458042e+03,3.874603109108938042e+03,2.575390242172281432e+03,2.332537111502635526e+03
2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.474457216646895176e+03,1.949556410576131611e+03,3.437497086884382043e+03
2.886105943780209600e+03,2.629369010635785799e+03,3.349194419007467332e+03,3.682438571965437404e+03,3.704196398550760932e+03,3.134516474894458042e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.774843905890881615e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.342185476692411612e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.774599523122894425e+03,3.253642838257605945e+03,1.843772691958879022e+03,2.886105943780209600e+03,2.777386718516640940e+03,2.774599523122894425e+03
2.090610214240422465e+03,1.843772691958879022e+03,1.949556410576131611e+03,2.332537111502635526e+03,1.949556410576131611e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
3.478839917954726843e+03,2.090610214240422465e+03,2.230737784497279790e+03,2.893044035846595762e+03,2.893044035846595762e+03,2.774843905890881615e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.941949466486224992e+03,1.843772691958879022e+03,1.473640151406104906e+03,2.686600843305591297e+03,1.473640151406104906e+03,2.995046769709215368e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.473640151406104906e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.332537111502635526e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.949556410576131611e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.584111170489343749e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.230737784497279790e+03,3.463489238523810855e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.629369010635785799e+03
1.949556410576131611e+03,1.473640151406104906e+03,2.999238642292578334e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.893044035846595762e+03
1.949556410576131611e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.230737784497279790e+03,1.949556410576131611e+03
1.473640151406104906e+03,2.090610214240422465e+03,2.994843362851951497e+03,2.994843362851951497e+03,3.310699156515045615e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,2.882655091555188847e+03,2.999238642292578334e+03,1.949556410576131611e+03
4.079136654176517368e+03,2.774843905890881615e+03,1.843772691958879022e+03,2.575094422648275213e+03,1.843772691958879022e+03,2.686600843305591297e+03
2.474457216646895176e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.384208954936921600e+03,1.843772691958879022e+03
2.090610214240422465e+03,2.332537111502635526e+03,1.949556410576131611e+03,2.876853308342600030e+03,1.843772691958879022e+03,2.888648756405968925e+03
2.332537111502635526e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.332537111502635526e+03
3.696416540765836544e+03,2.474457216646895176e+03,3.499184572178989583e+03,2.995046769709215368e+03,3.270562452407025376e+03,2.941949466486224992e+03
1.473640151406104906e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.934826161370746377e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,2.629369010635785799e+03,3.263849599547547768e+03,3.727806691950952882e+03,1.843772691958879022e+03,3.037112427329729144e+03
2.384208954936921600e+03,1.843772691958879022e+03,2.230737784497279790e+03,3.148628546623771399e+03,2.999238642292578334e+03,2.230737784497279790e+03
2.774843905890881615e+03,1.843772691958879022e+03,2.230737784497279790e+03,2.888648756405968925e+03,1.843772691958879022e+03,2.474457216646895176e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.949556410576131611e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.893044035846595762e+03,3.143307033775710806e+03,2.888648756405968925e+03,2.230737784497279790e+03,1.949556410576131611e+03,3.304451410259551267e+03
1.473640151406104906e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.893044035846595762e+03,2.528967692230947250e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.575094422648275213e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.777386718516640940e+03,2.528967692230947250e+03,2.474457216646895176e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.999238642292578334e+03,1.473640151406104906e+03,3.165704531624478477e+03,2.230737784497279790e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.230737784497279790e+03,2.332537111502635526e+03,1.949556410576131611e+03
1.949556410576131611e+03,2.774599523122894425e+03,3.202652083254196441e+03,2.090610214240422465e+03,1.843772691958879022e+03,3.310699156515045615e+03
1.843772691958879022e+03,2.332537111502635526e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.473640151406104906e+03,2.575094422648275213e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03
2.090610214240422465e+03,1.473640151406104906e+03,1.949556410576131611e+03,2.230737784497279790e+03,1.949556410576131611e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.230737784497279790e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.774599523122894425e+03,1.949556410576131611e+03,3.263849599547547768e+03,2.999238642292578334e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.473640151406104906e+03,3.178461723882185652e+03,1.843772691958879022e+03,2.686600843305591297e+03,1.473640151406104906e+03
